review,mark
"В Макдональдс я вообще никогда не хожу принципиально. Все блюда приготовлены из модифицированных продуктов. Где вы видели такой длинный картофель, чтобы приготовить картофель фри в Макдональдсе? Его просто в природе не существует! Как можно ЭТО есть?",0
"Заказала вчера МакЗавтрак. По итогу получилось:
Капучино 0,4 - даже близко 0,4 не было в обоих стаканах. Максимум 0,3. Сам кофе по вкусу будто разбавленный.
Фреш ролл - мало салата
Первый двойной фреш макмаффин - салат жухлый и серый (испорченный). Не весь, но вытаскивать такой из сэндвича так себе удовольствие Второй двойной фреш макмаффин - такая же история с салатом + завёрнут чёрт знает как. Весь сыр остался на упаковке. Сэндвич пришлось заново собирать Двойной макмаффин с яйцом - также о",0
"Был сегодня в МД на Каменноостровском д. 39, около 13.00 час. Впечатление самое удручающее: сотрудники не знают кто что должен делать, в результате страшная суета, очень медленное обслуживание, большое число недовольных, толпы народа. Информация о готовых заказах на табло не соответствует действительности. Мой номер был 89, а по факту выдавали 72.. . Сотрудники совершенно не обучены. Руководителю этой точки место в ларьке, а не в кафе в центре города.",0
"Позволяю себе зайти туда примерно раз в месяц, а то и реже. Все таки еда там действительно очень вкусная. Правда больше радует не стандартное меню, а всякие акции вроде германских или русских недель. Ну и ХэппиМил с покемонами или пони.
Еще очень неплох выбор в МакКофе. 
Только вот уютно устроиться и приятно пообедать там не получится. Шумно очень.",0
"Это ресторан быстрого питания, но обслуживание в нём недостаточно ""Хорошие"". А что насчёт выбора их яств он  удовлетворителен, кто то ел каждый кусочек медленно пережёвывая а кто то даже не мог это съесть. Но я не рискну не разу попробовать эту еду.",0
Всё это очень жирно и продукты тяжёлые для организма тем более собранные вместе... вот так то... !!! Фу.,0
"Сколько мы все слышали о вреде и бесполезности съеденного в Макдональдсе, но ведь нас все равно туда тянет, и сеть все развивается и расширяется. Да, и я себя все время уговариваю, что не нужно туда заходить, что там толпа народу и несносно шумно, и тесно. Но так иногда хочется побаловать себя картошечкой по-деревенски с сырным соусом и каким-нибудь молочным коктелем (который наверняка не из молока), и я вновь иду сюда, как и многие люди, и тешу себя мыслью, что это последний раз, но в глубине д",0
"Не понимаю повального увлечения россиян этим рестораном быстрого питания, ничего особенного на самом деле из себя не представляет. Еда очень жирная, калорийная и вредная, при этом еще и достаточно дорогая. Один гамбургер в Макдональдсе может стоить больше ста рублей! Это цена какого-нибудь обеда из супа и второго в столовой, при этом обед гораздо вкуснее и полезнее. Единственное, в чем я вижу плюс макдональдса - это разнообразные продающиеся там сорта мороженого. Но цена и на него значительно за",0
"Если честно, я вообще не вижу смысла в аантиперспирантах. Что он должен делать- защищать от пота и неприятного запаха. Откуда взяться неприятному запаху на ЧИСТОМ теле? А защитить от пота, если у человека гипергидрация не сможет ничего, кроме ботокса. Но если уж я его купила, то нужно им воспользоваться. Первое, что буквально валит с ног-это запах. Зачем спрашивается я подбирала парфюм к наряду, от меня будет за километр пахнуть антиперспирантом. Второе-он не оставлял следов на одежде, но он соз",0
"Дезодорант не очень хороший. Он не оставляет следов на одежде, защищает от запаха, надолго хватает. Но есть очень неприятный недостаток. Он пропускает влагу, в результате чего на одежде остаются мокрые следы. Цена на него вполне соответствует его качеству.",0
"Меня удивило такое количество липовых положительных отзывов, заказывал трижды. трижды про меня забывали. в ряду с брендами торгуют по впятеро завышенной цене проекторами бергер. Какой нах бергер))) на сайте 4 идентичных модели, отличаются лишь цветом (на дебила) и ценником от 30 до 50 тыр.30/50тыр, карл, за проектор уровня сл720. дешевая китайская шляпа с разрешение 720р и технологией 1лсд (никаких 3лсд там нет). сплошное вранье, наипалово. авито откройте, там эти проекторы сливают дебилы, котор",0
"Внимание Мошенники! Никаких гарантий, никаких чеков, никакого возврата!
Китайское Г..... о! Не связывайтесь! Сайт накручивает отзывы! Все не правда! Нет физического адреса! После покупки полный игнор!
Все оборудование не соответствует описанию, попробовал в отзывах поправить так нет не поправили! На проекторах пишут завышенные параметры и заниженный шум. Отзывы везде не правдивые накрученные!
Бойтесь связываться с данной конторой! Купите лучше у официалов там хоть чеки и гарантия будет!",0
"Четкие ребята работают, подтвердили заказ, доставили за пару дней, все без проблем, по сути заказал и забыл, так как курьер за час перезванивает.",0
"Не могу не поблагодарить руководство магазина за такой сервис, быстро принимают
заказ, без предоплат, по доставке реальные сроки заявляют, что тоже правильно. К
качеству проектора у меня лично нет, уже как месяц использую проектор, ни разу не
отключился сам, ни перегрелся. Все в этом плане хорошо.",0
"Спасибо, что не кидаете своих клиентов и быстро перезваниваете, а то я в настройках
немного запуталась, спасибо что помогли.",0
"Заказал через it-visual проектор асер могу сказать, что скидки на сайте приятные, думал сначала, что на качестве проектора скидка скажется, но нет, дней 5 уже использую проектор, пока нареканий не имею, звук, качество изображения – крутое, гарантия на проектор магазин дает, хотя сколько техники уже было у меня ни разу гарантией не пользовался.",0
"Меня зовут Анна, оформляла две недели назад оптовый заказ на проектор, доставили за
6 дней, все упаковано было на совесть, все 7 проекторов работают, ни с одним проблем
не было.",0
"Не знаю у кого-там доставку задерживают, мне все вовремя привезли, за что
спасибо)) ).",0
"Не могу не отметить работу менеджера Владимира помог с проектором выбрать, потом
еще раз звонила по установке вопрос был, потом по поводу экрана консультировалась ,
дозванивалась практически сразу же.",0
"В IT-VISUAL обратилась за проектором, осталась под впечатлением быстро берут трубку
ни какого игнора нет, за час курьер перезванивает, сдача есть, с удовольствием
оставляю положительный отзыв о магазине.",0
"Многие писали, что доставку задерживают, мне в область вовремя доставили.",0
"Заказывала проектор Benq в ит-вижел, но как и предупреждал консультант с которым оформляла заказ, что данный проектор будет греться, не поверила, в итоге греется час работает и начинает накалятся, зашла к подруге в офис у неё тоже бенк, и тоже греется, приходится теперь с перерывами фильмы смотреть, стоило послушать консультанта.",0
"Заказывали для класса физики проектор, дети восторге, уроки на ура теперь проходят.
Старшеклассники сами его к потолку и закрепили, на столько легкий мощный. Спасибо
большое.",0
"Относительно доступные цены, быстро доставляют, про технику если пару слов сказать,
то могу отметить, что приезжает хорошо упаковано, повреждений никаких не было на
проекторе характеристикам соответствует.",0
"Заказывала в ит-вижел проектор привлекли скидки пока подвоха не заметила, по
качеству проектора ничего плохого сказать не могу.",0
"Сравнительно недавно ребенку купила шампунь этой фирмы, и о чудо мой ребенок стал заливаться плачем когда я ему голову начинала мыть. Мы с Мужем долго думали в чем дело. В конце концов просто муж помыл голову  этим шампунем и потом пол дня текли слезы, хотя шампунь без слез.",0
"Как-то странно, что рекламодатели так рьяно продвигают этот нефтепродукт. Малыш стал раздражителен, а мы не могли понять в чем собственно дело. Потом началась жуткая аллергия. В итоге после нескольких месяцев поиска таблеток и причины заболевания, мы поняли, что это из-за этого масла. Не рекомендую его малышам с аллергическими реакциями.",0
"При выборе детского шампуня сразу обратила внимание на этот продукт. Без слез и все такое. Вспомнилась реклама еще из моего детства, тогда он видимо и появился (шампунь без слез). Моем им ребеночка до 3-х месяцев. Нет раздражения, не сильно сушит кожу, хорошо очищает кожу, малыш спокойно реагирует. Сама его использую его как жидкое мыло. Пока нравится. Не с чем пока сравнить.",0
"Нету смысла покупать эту модель в этом кузове таких годов, намного лучше купить уже новее ""Е-шку"", в следущем кузове - W212. Она будет дороже на тысяч 5$, но оно того стоит.",0
"На официальном сайте _http://mysleepgod.com невозможно сразу оформить покупку. Можно только оставить телефон. Связались, конечно, моментально. И, задав неоднократно один и тот же вопрос ""нет ли у меня вопросов по пользованию"" и выведав возраст храпящего, сказали, что одного тюбика будет однозначно мало, и надо купить минимум три.  Хотя первой фразой была ""действует с первой ночи"". Вообще-то, товар недёшев даже со скидкой, плюс почтовые расходы в стоимости не учтены. И вообще-то, масла, входящие ",0
"Ссылку все равно обрезают
забейте в поисковике
Избавиться от храпа за неделю? Реально ли это? Антихрап
и смотрите якобы экспертное мнение этого же доктора Гавриленко

Обидно, что люди так беспринципно ради какого-то заработка могут так врать и подделывать экспертные мнения...",0
Жена купила мне этот спрей. Но мне он не помог совсем даже после двухнедельного применения ( ((.,0
"Разочарован. Фильм крайне уныл. Бэтмена в экранном времени практически нет. Уэйн пускает сопли весь фильм. Женщина-кошка что есть, что ее нет. Персонаж не нужный совершенно. Постановка драк, как в дешевых сериалах. Сюжетные линии выворачивают наизнанку в угоду дешевым поворотам. Славно смеялся, когда узнал в конце зачем они несколько раз неуместно упоминали про автопилот. В общем поделка на коленке слепленная второпях. Не заслуживает просмотра.",0
"Не понимаю, почему все так любят Шоколадный батончик ""Twix"", я от него не в восторге. В батончике мне не нравится вкус печенья. Да, он неплохой, но удовольствия я от него не получаю. Да и цена чересчур высокая за две печенки с карамелью, политые шоколадом.",0
"Пальмовое масло, Рапсовое масло, пальмовое масло рафинированное дезодорированное (только почему то гост не написан?), сухое молоко, сухая сыворотка - прочитайте состав и смотрите чем травимся, вот почему всё таким мелким шрифтом!!!

Кто не знает что из себя представляет пальмовое масло прочитайте...

Отрава одним словом, а потом всё удивляемся, что болеют все чем попало...

Посмотрим, какой палочкой отправимся мы.",0
"В детстве очень любила этот батончик. Он казался великолепным на вкус, нежным и сладким. Хотя сейчас, когда я его пробую, таким он уже не кажется. Немного суховат, крем практически безвкусный, карамель тоже.  Не могу сказать, что это действительно вкусно и стоит своих денег.",0
"Этот человек категорически не компетентен и сексист к тому же. Вот отрывок из его неграмотной и вредной статьи про воспитание ""«Дай сдачи! » – формулировка правильная, но только для мальчика. Она приучает парня защищать свои границы. "" но ""Кстати, если по заслугам получит девочка, для нее это будет еще полезнее. В тот момент, когда девочка начинает драться, она перестает быть девочкой и становится агрессором. И ее надо ударить. Это просто нормально. Еще не стоит забывать, что, если мальчика буду",0
"Я вообще не люблю сериалы. Растянуто и занудно. Думала мир уже насмотрелся Санта-Барбары. Ан нет. Все смотрят. Я сразу поняла что не стану его смотреть. Сколько там серий даже не вспомню. Лучше книгу прочитать, что я и сделала. Не хочу рекомендовать этот сериал. Не тратьте своё время.",0
"Сериал очень вялый, меня от него укачивает... у актёров лица кирпичом... а их ""многозначительные"" паузы в разговорах? это же просто кошмар-сделанно чтобы тянуть время.... смотрят на друг друга. .... смотрят ( (( красивые декорации и костюмы -вот и всё а ещё там куча напыщености и злорадства-что сильно раздражает.",0
"Поначалу начинала смотреть вместе с мамой, посмотрела серий 10-12 и потеряла интерес к сериалу. Все стало предсказуемым до корня. Почему то меня начали раздражать их монотонные диалоги, тянут как кота за хвост. Серии выходят очень редко, пока ждешь следующую, забудешь нюансы предыдущей. Безукоризнены в фильме только костюмы актеров и сама съемка, аж дух захватывает. Ожидала от сериала большего, когда услышала отзывы тех, кто на момент моего открытия данного сериала уже смотрел 10 серию. Но увы, ",0
"Фильм о сильной, но страшной женщине. Очень интересно. Актеры хорошо сыграли!
НО! Было интересно смотреть первые серий 15. Потом надоело, что события очень медленно разворачиваются. Смотреть 100 серий желания нет. Почитала самую подробную историческую справку, какую нашла и на этом интерес к сериалу был исчерпан.",0
"Первый сезон смотрела с огромным интересом. Затем постепенно стала уставать от этого сериала. Уж слишком там все позапутали и затянули сюжет. В принципе, фильм возможно и неплохой, но иногда некоторые сюжеты поражают логику. Смотреть уже неинтересно!",0
"Здравствуйте!
Рулет из печенья попробовала делать несколько раз, и оба раза выходило не очень. Слишком сухой, немного пресный десерт. Просто сладко.
Мне не понравился, да  внешне получается не очень аппетитно. Поэтому средний десерт, для любителей печенья.",0
"Купил на замену старому hp compaq nx7300 после новогодних праздников и остался доволен за исключением указанных мелочей, которые возможно больше возникают из-за непривычки. 
Windows7 64 работает без проблем и глюков. Установил Mandriva 2011.0 - заработало всё сразу за исключением глюков со звуком (звук прерывистый) и сетевой картой ethernet. Выхожу в сеть через wi-fi.",0
"Интересный сюжет, красивые локации, удобное управления, все для того чтобы с удовольствием провести время за прохождением.",0
"Игра рассказывает нам о приключениях сорок седьмого, но в отличии от прошлых частей, игра является скорее шутером, чем Стелс Экшеном, разработчики испортили отличную серию, Я считаю, что лучше бы этой игре совсем не выходить, игру могу порекомендовать только тем, кто не играл в предыдущие части.",0
"Средство мне дала моя племянница, когда у меня были сильные боли в горле. Это таблетки для рассасывания именно для горба для снижения боли. Но мне не помогало. Никаких улучшений не было. Хотя рассасывала несколько раз и не ела и не пила после этого, чтобы эффект был. Но увы. Племяннице помогло за два дня. Средство долгого действия. Я не стала больше мучиться и купила другое, которое более эффективным оказалось.",0
"Называют нереально низкие цены и доставку в тот же день, в который покупатель сделал платёж.
  Причём, ЗА НАЛИЧНЫЕ товар НЕ ПРОДАЮТ!
  А стоит оплатить, и всё - товар закончился, нового пока нет, денег пока вернуть тоже не можем, попозже. И попозже. Потом ещё попозже, И ещё. И так далее.",0
"Принимают 100% предоплату.  Оборудование не доставляется под разными предлогами. Возврат денег так же не делают. ""Кормят"" обещаниями, сначала обещают вернуть в 30-ти дневной срок, потом ссылаются на временные финансовые трудности и т. д. Будут гореть в Аду!",0
"Разводят на предоплату и пропадают, цены занижены специально как и говорят, что все в наличии... по фактическому адресу нет такой компании.

юридическое лицо оформлено на другой вид деятельности.",0
Прошу всех кто пострадал от действий этой компании связаться со мной по телефону 89040114478 в кратчайшие сроки.,0
"Хочу поделиться опытом с компанией ООО ""НСТ"" находящаяся по адресу г. Самара, Кировский район, ул. Георгия Димитрова 1а, в лице руководящего Афанасьев Андрей Петрович. Выбрали строительство дома по технологии двойного бруса. Узнали о компании через интернет. Заключили  договор  23июня 2016г (подписаны сроки производства и монтажа). Были внесены деньги.  Афанасьев А. П. не выполнял и не выполняет свои обязательства. К тому же придумывает непонятные оправдания. То вообще исчезает, на телефонные зв",0
"Маникюрный аппарат Avon, мне его подарили. Думаю пошикую, как профессионал. Куча насадок, шлифовки. Но когда я его включила поняла, что его мощность очень низкая. Для данного аппарата. Проше всё сделать пилочкой. Аппарат так и лежит ни кто им не пользуется.",0
"Обычно покупаю обычный порошок, который продаётся в пакетах по 3 кг. и стоит где-то 200 250 рублей, но он плохо отстирывает, т. е. убирает запах, а желтизну и пятна остаются.
К отбеливателям я отношусь с опаской (потому что у меня кожа склонная к дерматиту), поэтому его у меня никогда и не было, тем более я не так уж и одежду пачкаю и она у меня чаще всего цветная, а не белая.
А вот история, почему я попробовала данный порошок-усилитель для замачивания белья (типа отбеливатель).
Моя тётя давн",0
"Доверяйте своему первому впечатлению, по всей нелепой обстановке сразу понятно, что это место делали непрофессионалы. Неоправданно высокий ценник, претендующий на приличное место, абсолютно не соответствует реальности. Перекошенный грязный унитаз в проходном помещении между дверями – по туалету можно сказать все о заведении. Я брал окрошку–никогда не ел окрошки хуже, теплый квас полу-вода, нарубленные овощи, горчица с хреном вместо сметаны. ""Чебуреки""–возьму в кавычки, лавашное тесто зажаренное ",0
"Что-то мне совсем эта пена не пошла, как всегда подарили на 23 февраля; ) и когда моя нивеа закончилась, взял то, что было... Ну как сказать, резкий так у неё запах, к тому же после неё раздражение только усилилось, наверно весь день ходил красный. Больше не пробовал, отдал соседу. Короче все индивидуально.",0
"Ну как бы, стандартная картина, пенку подарили, и моя любимая закончилась неожиданно, пришлось взять эту... в сравнение с более качественной, тут сразу разница. Мне не понравилось, передарил дядьке.",0
Утюг не очень хорошо гладит вещи(.,0
"Фильм ""Блондинка в законе"" (2001) совсем не интересный. Глупая комедия о ""выдающейся"" блондинке. Писали сюжет явно на заказ, дабы обелить всех блондинок, что периодически протягивают в комедийных шоу. Фильм получился скучный, пресный и ооочень розовый. Не рекомендую.",0
"Средний фильм. Смотрел пару раз. Очень затянутый и нудный, интерессный сюжет и средняя игра актеров.",0
"Магазин: honestycentre на AliExpress, получив предоплату, прислал поврежденный товар. Магазин признать свою вину отказался. 
AliExpress, несмотря на свои гарантии, открыть спор заблокировал (не загружал фото). 
Подумайте о возможности взаимодействия с магазином.",0
"Ничего особенного в этих футболках я не увидела. Наверное эта коллекция Love Republic Наоми Кэмпбелл для Love Republic была нацелена исключительно на поклонниц Наоми Кэмпбелл. Качество футболок совершенно обыкновенное, а вот фото Наоми я как-то носить на себе не хочу.",0
"Первые кадры фильма нам сразу же говорят, что этот фильм русского происхождения, которые делали наши ребята с ТНТ (!), а вовсе не зарубежные производители. Фильм позиционировался таковым и иностранные имена режиссеров, актеров были тому подтверждение. Но это оказался хорошо продуманный маркетинговый ход, который заключался в том, что бы как можно большее количество зрителей посмотрели этот фильм. Что же… Полагаю, им это удалось.

Большинство сцен в фильме были сняты для двух вещей: потянуть вр",0
"Первые кадры фильма нам сразу же говорят, что этот фильм русского происхождения, которые делали наши ребята с ТНТ (!), а вовсе не зарубежные производители. Фильм позиционировался таковым и иностранные имена режиссеров, актеров были тому подтверждение. Но это оказался хорошо продуманный маркетинговый ход, который заключался в том, что бы как можно большее количество зрителей посмотрели этот фильм. Что же… Полагаю, им это удалось. 

Большинство сцен в фильме были сняты для двух вещей: потянуть в",0
"Когда я решил сходить с друзьями на этот фильм, у именя заранее было предчувствие что, это дерьмо, но нет же пошел! после 30 минут этого бреда я не выдержал и ушел! в этом фильме нет ни сюжета, ни спецэффетов, вообще нни чего! не советую смотреть  этот фильм ИНАЧЕ ОСЛЕПНИТЕ!",0
"Всегда удивлялся тому как умудряются в трейлере к фильму выдать то чего на самом деле нет в действительности, взглянув впервые трейлер был удивлен и ожидал хорошего и захватывающего треша, в итоге посмотрел и получил полнейшее разачарование, фильм состоит из кучи ненужных диалогов и честно говоря соплей, экшена не ждите, очередное унылое кинцо не заслужевающее никакого внимания и тем более потраченных на него денег.",0
"Я даже не знаю под действием чего написаны сценарии на такие фильмы. Это просто бред, который у меня даже не хватило терпения досмотреть. Фильмы, на которые такая раскрученная реклама должны по сути оправдывать ожидания хоть на 50%, но тут нет и 10%. Я не рекомендую этот фильм.",0
"Идея может быть и стоящая, но смотреть фильм  не интересно. 
 Смотрел дома, денег не потратил, но просто обидно и непонятно, отчего и зачем снимать такую ерунду. Идея - да, но реализация - в ноль. 

Возможно так получилось из-за не согласованности режиссера и сценариста. 
Лично мне просто стыдно за то что кто-то снимает такую фигню, пусть даже с потенциально интересным сюжетом.",0
"Фильм про маркетинг. Главный герой фильма досконально изучил маркетинг, который создал Ленин. И он совершил обряд, после которого стал видеть мир маркетинга. Там были какие то жидкие массы, которые сосали из людей не понятно что. Он начал усовершенствовать свою сферу  и одолел другие маркетинговые миры. Фильм г****.",0
"Хороший трейлер - главный залог фильма. Вот и тут так же, трейлер к фирму интересный, захватывающий, но вот сам фильм... Достаточно будет сказать что 80% зала вышли еще в самом начале, а рейтинг на IMBD и Кинопоиске в среднем 2.5\10. Сил досмотреть фильм едва хватило.",0
"Собрав в кулак последние капли силы воли встал и пошел. Как это бывало уже не раз столкнулись с выбором (разница показа в 10 минут), что же смотреть ""Обитель зла"" или ""Москва 2017"", я как человек любящий экшен обеими руками голосовал с пеной у рта за Милу Йовович, но победила представительница эмансипированного сообщества и вот мы, хрустя попкорном, ожидаем начало показа 2017. Да... Не хочу расписывать все, что со мной происходило во время сеанса, скажу одно такого рвотного эффекта, злостного со",0
"""300 спартанцев"" один из моих любимых фильмов, а это просто не заслуженное издевательство над ним.
Фильм даже не улыбнул, полная чушь и пошлый американский юмор. Вроде иногда и получается у американцев хорошие пародии, но эта вообще переплюнула все остальные по своей нелогичности и тупости... даже не досмотрел до конца... Никому не советую...",0
"Знакомство со спартанцами- это самый что не наесть трэшовый шлак. Настолько низким юмором не обладает не один фильм который я видел. И это спарта? Не, сценаристам, режисёрам и прочим надо бы серьёзна задуматься как грамотно стебаться над и так смешными вещами.",0
"Знакомство со спартанцами - фильм-пародия на множество других фильмов, звезд, да и вообще укладов жизни, в образах Спарты и их суровых законов. Очень тупо, хотя и смешно.
Большинство шуток пошлые, много юмора американско-специфического, кто не в теме, тому не понять.
А в целом, картинка снята хорошо, местами даже красиво.
Советовать не буду, но разок посмотреть можно.",0
"Передача ""Ты не поверишь! "" на канале  НТВ заманивает на огонек к себе яркой рекламой, обещающей невероятные сенсации. На деле же все ""сенсации""высосаны из пальца, вернее из домыслов и слухов. Тут додумали, там дописали и получилась ""бомба"". Желтая передачка.",0
"Анонсы того, что собираются показать в очередной передаче ""Ты не поверишь! "" всегда вызывают неподдельный интерес и очень хочется посмотреть и увидеть истину заявленного. Но зачастую это просто умелое завлечение зрителя, а по сути новости раздуты из ничего.",0
"""Ты не поверишь! "" - это передача на канале НТВ, бьющая все рекорды тупости, рассказывающая о нелегкой жизни наших ""звезд"", изобилующая шуточными намеками ниже пояса. Пиарятся, как хотят. Ну конечно, нужно же Пугачевой чем-то прославляться, пока она лет так уже 10 не выступает. Только кому это все нужно, кроме самих ""звезд""? Никому. Мне, например, глубоко плевать и куда закачала силикон Распутина и каким образом появился ребенок и Киркорова. Я не думаю, что это те вещи, о которых нужно вещать по",0
"Каждый раз, когда показывают анонс передачи Ты не поверишь, обязательно сообщат о какой-нибудь жуткой сенсации. Несколько раз я попадала на такое и потом ждала эту сенсацию, а оказывалось, что просто удачно смонтирован был анонс. А на деле там обычные сплетни и слухи. 
Если у наших ""звезд"" разлад, скандал, то НТВ обязательно покажет всю эту грязь в Ты не поверишь, да еще и приукрасят.",0
"Олмакс – не дешевое удовольствие. Я Визарсин обычно покупаю, он отлично работает, а по цене повыгоднее будет.",0
"Передача ""Интуиция"" на канале ТНТ сплошное развлекалово... но только для тех, кто участвует в нем, а не для тех кто сидит у экрана. Все натянуто за уши, муторно и монотонно. Звезды пытаются выделываться, казаться остроумными и крутыми. Смотреть на это никаких сил не хватает.",0
"Передача ""Интуиция"", которая долгое время шла на телеканале ТНТ, мне в самом начале казалась очень интересной, но потом все же надоела, в каждой передаче одно и то же, некоторые герои легко угадываются, некоторые совсем нет. Может быть кому-то и сейчас будет интересно, а мне нет.",0
"Программа если честно мне не нравится! Не нравится список кого надо найти, не нравится ведущий этой программы. Только когда программа начиналась были в гостях простые смертные, но даже когда появились в гостях люди из шоу-бизнеса, мне это программа всё равно не понравилась. 
Её можно посмотреть когда совсем выбора нет, то тогда эту программу можно посмотреть, чтобы убить своё время. 
Эта программа мне не нравится ещё и потому что разные профессии надо найти и когда ты видишь с ребёнком и смотр",0
